how is the weather for next saturday? 	weather/find
remind me to run my reports every monday	reminder/set_reminder
i need to be reminded	reminder/set_reminder
i want to be reminded to finish my report	reminder/set_reminder
do i need sunglasses today	weather/find
what is the percentage chance of rain for tonight	weather/find
i want to be reminded to finish reviewing candidates	reminder/set_reminder
change my weekly alarm to 7 am.	alarm/modify_alarm
what is the forecast for miami the next week	weather/find
set alarm for 4:00 am monday & tuesday	alarm/set_alarm
set alarm every 5 minutes for 10 minutes	alarm/set_alarm
any rain tomorrow 	weather/find
is it around 24 in degrees c in mumbai this weekend	weather/find
remind me to get bread tomorrow	reminder/set_reminder
remind me in 5 minutes to unlock the door	reminder/set_reminder
remind me to make grocery list tonight	reminder/set_reminder
how's the weather in paris, france?	weather/find
i want a 3min egg so set the alarm	alarm/set_alarm
cancel all reminders for the week	reminder/cancel_reminder
please delete all my reminders.	reminder/cancel_reminder
do i need a hat	weather/find
remind me to call my brother when i land in la	reminder/set_reminder
is there a heat wave in arizona	weather/find
what's the humidity going to be like today?	weather/find
remind me to take birth control at 7pm daily	reminder/set_reminder
is there a chance of snow this week	weather/find
remind me of a doctors appointment on friday at 2:30pm	reminder/set_reminder
display my alarms	alarm/show_alarms
how much rain is in the forecast? 	weather/find
weather please	weather/find
is there snow in the forecast this week	weather/find
temperature in san francisco f	weather/find
will there be a thunder storm this weekend	weather/find
give me the high and low temperature in ruidoso today.	weather/find
set alarm for 6:30 am on saturday	alarm/set_alarm
do i need a sweater tomorrow	weather/find
is it cloudy in los angeles today	weather/find
what's the weather for seattle?	weather/find
will i need to wear a coat today?	weather/find
will it be sunny by 3pm?	weather/find
will it be sunny tomorrow 	weather/find
set an alarm for sunrise	alarm/set_alarm
will it be around 25 in degrees fahrenheit tokyo tomorrow morning	weather/find
remind me to call chris	reminder/set_reminder
how hot is it in tokyo tomorrow morning in degree celsius	weather/find
set alarm for 7 pm every monday	alarm/set_alarm
when is our next chance for rain?	weather/find
i need an alarm for 7 am monday to thursday and 8 am for friday, 9am for the weekend	alarm/set_alarm
should i take a umbrella?	weather/find
how cold will it be here tonight	weather/find
temperature around shanghai this weekend c	weather/find
remind me to visit the dentist monday morning at 7	reminder/set_reminder
is it going to be below 100 in fahrenheit new york this weekend	weather/find
set alarm for 3:45 p.m.	alarm/set_alarm
set alarm every five minutes	alarm/set_alarm
delete my reminder to go to the store	reminder/cancel_reminder
i need to get up at 8am tomorrow, set an alarm please	alarm/set_alarm
what is the temperature downtown	weather/find
when is it suppose to snow?	weather/find
please cancel all reminders for today	reminder/cancel_reminder
move my morning alarm back by 15 minutes	alarm/modify_alarm
when will it start cooling down	weather/find
what's the hottest it will be this week?	weather/find
set alarm every minute for 30 minutes	alarm/set_alarm
remind me to go to the post office	reminder/set_reminder
any rain expected next week? 	weather/find
repeat alarm	alarm/modify_alarm
set an alarm for every other friday at 8pm	alarm/set_alarm
when is the rain going to start in my area?	weather/find
is it going to be a cold winter	weather/find
what is the temperature outside today?	weather/find
cancel the last reminder i set	reminder/cancel_reminder
set an alarm  for tuesday 5am	alarm/set_alarm
will it be chilly tonight?	weather/find
when does the sunset	weather/checkSunset
when's the next day it's going to rain?	weather/find
remind me to call my dad tonight	reminder/set_reminder
willl it rain in grindstone today?	weather/find
will it snow over the weekend in montreal?	weather/find
remind me to brush my teeth twice a day	reminder/set_reminder
set alarm for every morning at 8	alarm/set_alarm
should i wear a coat today	weather/find
will it rain at all next week?	weather/find
what time is my alarm on friday	alarm/show_alarms
cancel my reminder to buy dog food.	reminder/cancel_reminder
what's the weather like in miami today	weather/find
turn off my reminders	reminder/cancel_reminder
are we expecting rain next saturday?	weather/find
whats the weather like in paris next week	weather/find
remind me to draw every weekday at 4pm	reminder/set_reminder
repeat alarm every day at 8pm for one week	alarm/set_alarm
is there snow in the mountains?	weather/find
will it be too cold to wear shorts today?	weather/find
should i bring a rain jacket to the game	weather/find
delete reminder about jay's dinner	reminder/cancel_reminder
alarm for 6 pm next week	alarm/set_alarm
set an alarm for 20 minutes	alarm/set_alarm
what time will it rain?	weather/find
how many alarms did i set	alarm/show_alarms
tell me what time the alarm is set for	alarm/show_alarms
what is the humidity inland please	weather/find
how much snow accumulation will there be this weekend? 	weather/find
delete alarm setting for six am tomorrow	alarm/cancel_alarm
afternoon forecast	weather/find
turn off the 8am cat reminder just for tomorrow	reminder/cancel_reminder
temperature today at new york f	weather/find
what is the weather going to be like today	weather/find
how cold is it tomorrow near paris in degrees c	weather/find
will it be raining in orlando tomorrow?	weather/find
i have an canceled reminder for my doctor's appointment	reminder/show_reminders
turn alarms off.	alarm/cancel_alarm
is it below 44 in degree f at sao paulo this weekend	weather/find
cancel dog food reminder	reminder/cancel_reminder
show remaining alarms	alarm/show_alarms
what day will the weather be best this week	weather/find
will it be above 88 in degree fahrenheit near dublin tonight	weather/find
what's the weather on friday?	weather/find
delete 7:45 pm alarm.	alarm/cancel_alarm
show me my reminders please	reminder/show_reminders
tell me the forecast for paris, france	weather/find
remind me to buy milk at sprouts	reminder/set_reminder
delete the recent alarm.	alarm/cancel_alarm
what's the average weather in mexico city in september?	weather/find
delete reminder to fill out adoption papers on thursday	reminder/cancel_reminder
is it snowing in nepal?	weather/find
i don't want to forget to watch saturday night live	reminder/set_reminder
set an alarm for every 60 seconds	alarm/set_alarm
should i grab my poncho?	weather/find
what will be the high temperature for today?	weather/find
remind me to get milk after school today	reminder/set_reminder
should i take my umbrella today? 	weather/find
remind me stop by the store on tuesday	reminder/set_reminder
set alarm to go off at 8 am every tuesday 	alarm/set_alarm
how hot is it today dehli in degrees fahrenheit	weather/find
is it supposed to rain tomorow?	weather/find
remind to pick up kids after work	reminder/set_reminder
set alarm for my 10am flight	alarm/set_alarm
cancel my second flight reminder.	reminder/cancel_reminder
snooze 10 minutes	alarm/snooze_alarm
all alarms off tomorrow and wednesday 	alarm/cancel_alarm
list my reminders for the week	reminder/show_reminders
remind me when game of thrones is on	reminder/set_reminder
weeks forecast, please	weather/find
i need a reminder for 45 minutes from now.	reminder/set_reminder
temperature this weekend near chicago fahrenheit	weather/find
create alarm for 8am	alarm/set_alarm
add a reminder to transfer money to checking on the first of the month.	reminder/set_reminder
is it raining in euless	weather/find
what's the weather in cancun next week?	weather/find
how is the weather in miami these days?	weather/find
remind me to pay the phone bill tomorrow	reminder/set_reminder
cancel reminder for tuesday's doctors appointment.	reminder/cancel_reminder
remind me to buy cereal when i go to the grocery store	reminder/set_reminder
what is the forecast like for tomorrow?	weather/find
how many reminders do i have today	reminder/show_reminders
will it be cloudy	weather/find
is it cloudy outside 	weather/find
set an alarm for 10 am sunday morning	alarm/set_alarm
show an hourly forecast for houghton. 	weather/find
tell me the weather for the week.	weather/find
is it going to rain?	weather/find
show me my next reminder	reminder/show_reminders
what is the expected temperature tomorrow in degrees c	weather/find
set reminder for 9 am tomorrow morning	reminder/set_reminder
my alarms, right now	alarm/show_alarms
is it going to stop raining	weather/find
will i need a jacket in annapolis on saturday?	weather/find
temperature tomorrow near mumbai fahrenheit	weather/find
what is the weather like in chicago?	weather/find
remind me that i have class at noon	reminder/set_reminder
set a reminder for tomorrow at 10 am to text sam	reminder/set_reminder
i want you to add a new alarm for 8:30am	alarm/set_alarm
will it be sunny next thursday?	weather/find
remind me to buy wheat bread, cheese, and lettuce from the grocery store	reminder/set_reminder
set your alarm for 6a tomorrow	alarm/set_alarm
remind me to take medications at noon everyday	reminder/set_reminder
set alarm to 10pm	alarm/set_alarm
set alarm for 6:30am tomorrow	alarm/set_alarm
cancel the 6am alarm	alarm/cancel_alarm
remind me to send an email	reminder/set_reminder
will i be okay wearing shorts today? 	weather/find
how cold is it this weekend inside in degrees celsius	weather/find
is it going to be around 33 in c around paris next week	weather/find
cancel my reminder for grocery shopping	reminder/cancel_reminder
set 3 separate alarms for monday at 7, 12, and 6 	alarm/set_alarm
how cold will it be this weekend?	weather/find
set an alarm for 11:40.	alarm/set_alarm
what's the high expected today?	weather/find
remind me to tell my sister happy birthday on friday	reminder/set_reminder
remind me to add glue to the supply list in 30 minutes.	reminder/set_reminder
cancel my 9am alarm	alarm/cancel_alarm
temperature for san francisco c	weather/find
is it going to be extremely cloudy next week thursday?	weather/find
am i going to need to scrape ice off my car today	weather/find
when is it going to be stormy again?	weather/find
set the alarm to go off in an hour	alarm/set_alarm
is it going to rain wednesday	weather/find
is it supposed to rain?	weather/find
what is my next alarm	alarm/show_alarms
remind me to fix the fire alarm.	reminder/set_reminder
how humid will it be this week	weather/find
repeat alarm everyday at 10am	alarm/modify_alarm
it is supposed to rain on tuesday?	weather/find
cancel my alarm for 7pm to tonight	alarm/cancel_alarm
do i need gloves today	weather/find
will it rain in san diego this week	weather/find
how cold is it in canada?	weather/find
remind me to buy facewash	reminder/set_reminder
set a wake up alarm for 10am	alarm/set_alarm
set a reminder for 8 pm named new dateline	reminder/set_reminder
will there be an ozone warning	weather/find
is there going to be a storm this weekend 	weather/find
average snowfall in ny	weather/find
what's the chance of rain today?	weather/find
is it likely to flood in hackettstown today	weather/find
how much precipitation did we have last night	weather/find
is it going to be above 95 in degrees celcius outside tonight	weather/find
how hot is it in cleveland?	weather/find
how warm is the summer in italy? 	weather/find
is it going to rain all week	weather/find
check london's weather forecast for friday	weather/find
what is the snow forecast for this week	weather/find
set alarm to turn on lights	alarm/set_alarm
give me today's san diego weather forecast please.	weather/find
cancel alarm. 	alarm/cancel_alarm
set an alarm for 7:00 am in the morning.	alarm/set_alarm
set an alarm every 2 minutes for 20 minutes	alarm/set_alarm
set my alarm to go off in 20 minutes	alarm/set_alarm
what is the projected rainfall for this month	weather/find
which day has the best weather this week?	weather/find
set alarm named work	alarm/set_alarm
how cold will this week get?	weather/find
set work alarm to weekdays at 5 am	alarm/set_alarm
is it going to rain in nashville this weekend?	weather/find
what time is supposed to start raining today?	weather/find
weather report for half moon bay tomorrow	weather/find
shut alarm on tues and wed	alarm/cancel_alarm
set a reminder for july 21 st.	reminder/set_reminder
remind me to feed the dogs today	reminder/set_reminder
set reminder for softball practice	reminder/set_reminder
what is the chance of rain tomorrow?	weather/find
remind me my son's medicine	reminder/set_reminder
what will the weather be like today?	weather/find
what is the high temperature for today in anchorage, alaska?	weather/find
delete current alarms	alarm/cancel_alarm
set an alarm for 8 am tomorrow morning.	alarm/set_alarm
how cold is it outside tonight in f	weather/find
what's the weather supposed to be like next week? 	weather/find
would i be able to wear shorts today	weather/find
set alarm for church at 8:00 am every sunday	alarm/set_alarm
will it be humid	weather/find
snooze my alarm	alarm/snooze_alarm
weather for hamburg ny today	weather/find
set the alarm for 7 am	alarm/set_alarm
is it below 91 in degrees c outside tonight	weather/find
show next reminder	reminder/show_reminders
how long is this cold front expected to last?	weather/find
is it going to be above 68 in degree celcius around chicago next week	weather/find
set a reminder to remove face mask in 20 minutes	reminder/set_reminder
is it supposed to rain all day today?	weather/find
do i need special tires to go to idyllwild	weather/find
set an alarm for 4:31 am.	alarm/set_alarm
set my reminders for 2 hours before bedtime	reminder/set_reminder
will i need snow boots tomorrow?	weather/find
remind me about my appointment one week from today at 10am	reminder/set_reminder
show all the alarm for tomorrow	alarm/show_alarms
how many alarms are set for today?	alarm/show_alarms
cancel todays alarm	alarm/cancel_alarm
set a reminder to wash the dog	reminder/set_reminder
is rain in the forecast for this weekend	weather/find
show alarm for today	alarm/show_alarms
what's the average temperature here this weekend	weather/find
set a recurring alarm for 5 am each weekday	alarm/set_alarm
cancel all alarms for this week	alarm/cancel_alarm
how cold is it for dehli next week degree celsius	weather/find
remind me tomorrow at 5 pm to pay the mortgage	reminder/set_reminder
set my alarm for 7 and 8am	alarm/set_alarm
what is the weather for next weekend?	weather/find
will it snow tonight?	weather/find
show me the week's weather	weather/find
what time is tonight's sunset	weather/checkSunset
remind me about tuesday's doctor appointment before noon	reminder/set_reminder
will the beach be sunny tomorrow	weather/find
what is the weather in laguna beach at 10am today	weather/find
what is the forecast for the day	weather/find
add reminder to get diapers	reminder/set_reminder
set a daily alarm at 9pm to breathe.	alarm/set_alarm
what is the weather now?	weather/find
what time does sunrise in new york tomorrow	weather/checkSunrise
turn my reminder about monday's appointment off	reminder/cancel_reminder
set alarm two days from now	alarm/set_alarm
will it be wet today	weather/find
i need a new alarm for 8:30 am	alarm/set_alarm
delete my call husband alarm	alarm/cancel_alarm
will it be cloudy the day of the eclipse, the 21st?	weather/find
remind me to buy bread on my way home	reminder/set_reminder
set alarm 40 minutes from now	alarm/set_alarm
new england area weather and news update	weather/find
should i need sunscreen tomorrow at the races	weather/find
will the rain clear tomorrow afternoon?	weather/find
what is the weather forecast?	weather/find
how hot is it around london degrees fahrenheit	weather/find
set alarm for november	alarm/set_alarm
set alarm for 3 pm	alarm/set_alarm
cancel the alarm	alarm/cancel_alarm
set my alarm for 9 am.	alarm/set_alarm
re-set the alarm for tomorrow instead	alarm/set_alarm
cancel my alarm for 5pm.	alarm/cancel_alarm
temperature outside tomorrow morning fahrenheit	weather/find
set 12pm alarm for tomorrow	alarm/set_alarm
is it supposed to rain today? 	weather/find
what is the temperature in gaylordsville, connecticut right now?	weather/find
repeat this reminder weekly.	reminder/set_reminder
what is the long term weather forecast	weather/find
what is the weather like today in austin	weather/find
set a reminder to call sheila at 9pm on friday.	reminder/set_reminder
what is the weather going to be this weekend in cincinnati?	weather/find
what is  next month forecast?	weather/find
cancel my reminder to call the doctor.	reminder/cancel_reminder
delete the alarm for this week	alarm/cancel_alarm
will the temperature be lower tonight?	weather/find
set my alarm for six a.m. every weekday morning.	alarm/set_alarm
remind me that i have a meeting tomorrow at 2pm	reminder/set_reminder
remind me of my interview at 9 tonight	reminder/set_reminder
will it be above 60 in c for mumbai today	weather/find
remind me to go to a post office	reminder/set_reminder
what's the temperature in louisville	weather/find
what's the weather for the week	weather/find
you can turn off my alarms	alarm/cancel_alarm
remind me to get water	reminder/set_reminder
do i need a jacket in new hampshire?	weather/find
when i get to work remind me to clock in	reminder/set_reminder
set the alarm for 8 minutes	alarm/set_alarm
is there a storm predicted today	weather/find
set my alarm at 10 minute intervals for 2 hours	alarm/set_alarm
set an alarm at 11am for weekend days	alarm/set_alarm
set up alarm for 6 pm for every monday.	alarm/set_alarm
remind me to pick up my rx on the way home	reminder/set_reminder
are they getting snow in chicago this weekend?	weather/find
how is the weather today in new york?	weather/find
what the lowest temperature itll be today	weather/find
set reminder for meeting on wednesday at 2:00pm	reminder/set_reminder
remind me to send jenny a greeting card	reminder/set_reminder
new alarm every day at 7am	alarm/set_alarm
how many feet of snow are we getting next week?	weather/find
is it going to be warm this weekend?	weather/find
when is it supposed to start raining	weather/find
remind me to book my tickets to india	reminder/set_reminder
date night with the wife tonight, set a reminder for 5 pm	reminder/set_reminder
cancel my alarm for tomorrow morning as i don't feel well	alarm/cancel_alarm
how cold is it suppose to get?	weather/find
remind me to cancel appointment	reminder/set_reminder
what time is supposed to rain?	weather/find
what is the temperature like this weekend.	weather/find
what is the weather suppose to be like today	weather/find
i need an alarm set for 35 minutes.	alarm/set_alarm
how many alarms are set?	alarm/show_alarms
will it be below 99 in f at manila next week	weather/find
what's the forecast for next thursday?	weather/find
set alarm for 45 minutes	alarm/set_alarm
remind me to pick up my order tonight.	reminder/set_reminder
show my reminders for next week	reminder/show_reminders
is is going to rain?	weather/find
set alarm for every day this week	alarm/set_alarm
will i need a sweater tomorrow	weather/find
please remind me to get some milk.	reminder/set_reminder
will it be sunny on monday?	weather/find
is it over 100 degrees today in dallas	weather/find
when is my next reminder	reminder/show_reminders
cancel my alarm for wednesday at 9 am	alarm/cancel_alarm
add reminder to cancel hbo in 9/23/17	reminder/set_reminder
i want to be reminded to go take a nap	reminder/set_reminder
what is the high temperature for the day	weather/find
please set a reminder for me to clean up this afternoon.	reminder/set_reminder
remind to get gas thursday	reminder/set_reminder
should i carry a sweater with me today?	weather/find
do i have any outstanding reminders?	reminder/show_reminders
what's the weather like in santa monica today?	weather/find
set alarm for to night at 8pm	alarm/set_alarm
what is the humidity level outside?	weather/find
what is the weather like in scottsdale	weather/find
remind me to take out the trash on tuesday and friday	reminder/set_reminder
is today a haboob day	weather/find
set alarm for 6:45pm	alarm/set_alarm
will it be cold tomorrow?	weather/find
what is the weather in edison at 4 am?	weather/find
set alarm for 7am	alarm/set_alarm
how many inches of snow are we getting tomorrow?	weather/find
show all reminders	reminder/show_reminders
repeat morning alarm daily	alarm/modify_alarm
make sure to remind me to followup on my emails	reminder/set_reminder
how much time until my next reminder	reminder/show_reminders
show reminders	reminder/show_reminders
how windy will it be tomorrow?	weather/find
delete my reminder for my appointment tomorrow with the doctor.	reminder/cancel_reminder
add reminder to go to store.	reminder/set_reminder
show me my current alarms	alarm/show_alarms
will it be cold on halloween?	weather/find
is there heat today?	weather/find
show me reminder of tomorrow's events	reminder/show_reminders
set a reminder to pay the cell phone bill at 8 pm	reminder/set_reminder
let me see the alarms.	alarm/show_alarms
please set my alarm to go off every 5 minutes	alarm/set_alarm
i don't need my alarm for tomorrow	alarm/cancel_alarm
temperature tomorrow morning dublin f	weather/find
should i wear a winter coat tonight	weather/find
temperature at mumbai celcius	weather/find
is it cloudy outside?	weather/find
set alarm for 1:00 am	alarm/set_alarm
please cancel the alarm for 4 pm	alarm/cancel_alarm
remind me tomorrow to call josh and go over our plans.	reminder/set_reminder
set a reminder to go to the market.	reminder/set_reminder
remind me to meet dan on friday	reminder/set_reminder
is there a heat advisory on for nj today	weather/find
remind me to get toothpaste	reminder/set_reminder
set a reminder to pick up the dry cleaning on friday	reminder/set_reminder
set alarm for 7 am for the weekend	alarm/set_alarm
set alarm to go off in 30 minutes	alarm/set_alarm
will today be warmer than yesterday	weather/find
start an alarm for every 2 minutes for the next 10 minutes	alarm/set_alarm
remind me to get new tires	reminder/set_reminder
will it flood	weather/find
what kind of weather should i expect today?	weather/find
remember this time tomorrow for an alarm	alarm/set_alarm
temperature celsius	weather/find
how hot is it at tokyo tonight in degree c	weather/find
set an alarm for 6:30 am	alarm/set_alarm
temperature manila tonight celcius	weather/find
remind me to bake cupcakes on thursday night	reminder/set_reminder
what time is the sun rise today	weather/checkSunrise
temperature tonight outside fahrenheit	weather/find
baltimore weather projections for september 	weather/find
remind me to get paper towels today.	reminder/set_reminder
what is temperature now	weather/find
add 15 minutes to alarm	alarm/modify_alarm
what is the low today?	weather/find
set alarm to go off after 3 hours from now	alarm/set_alarm
what reminders do i have today	reminder/show_reminders
how's the weather tonight?	weather/find
add 30 mins to my baking alarm	alarm/set_alarm
will it be icy	weather/find
is it going to be humid today	weather/find
remind me to get gas tomorrow morning	reminder/set_reminder
set alarm to snooze twice	alarm/snooze_alarm
